customer_state,customer_city,total_customers,total_orders,avg_orders_per_customer
BA,anguera,1,1,1.00
BA,"antonio goncalves",1,1,1.00
BA,apora,1,1,1.00
BA,apuarema,1,1,1.00
BA,aracatu,1,1,1.00
BA,arataca,1,1,1.00
BA,aribice,1,1,1.00
BA,"arraial d ajuda",1,1,1.00
BA,"baixa grande",1,1,1.00
BA,banzae,1,1,1.00
BA,"barro preto",1,1,1.00
BA,barrocas,1,1,1.00
BA,belmonte,1,1,1.00
BA,biritinga,1,1,1.00
BA,boquira,1,1,1.00
BA,botupora,1,1,1.00
BA,brejoes,1,1,1.00
BA,brejolandia,1,1,1.00
BA,"brotas de macaubas",1,1,1.00
BA,"cabaceiras do paraguacu",1,1,1.00
BA,caem,1,1,1.00
BA,caetanos,1,1,1.00
BA,cairu,1,1,1.00
BA,"caldas do jorro",1,1,1.00
BA,"campo alegre de lourdes",1,1,1.00
BA,canapolis,1,1,1.00
BA,canarana,1,1,1.00
BA,candeal,1,1,1.00
BA,canudos,1,1,1.00
BA,"capela do alto alegre",1,1,1.00
BA,caraibas,1,1,1.00
BA,"carnaiba do sertao",1,1,1.00
BA,central,1,1,1.00
BA,chorrocho,1,1,1.00
BA,cipo,1,1,1.00
BA,cocos,1,1,1.00
BA,"conceicao do almeida",1,1,1.00
BA,condeuba,1,1,1.00
BA,"coracao de maria",1,1,1.00
BA,cordeiros,1,1,1.00
BA,cotegipe,1,1,1.00
BA,cravolandia,1,1,1.00
BA,"dias d avila",1,1,1.00
BA,"dom macedo costa",1,1,1.00
BA,"erico cardoso",1,1,1.00
BA,filadelfia,1,1,1.00
BA,"gentio do ouro",1,1,1.00
BA,gongogi,1,1,1.00
BA,"governador mangabeira",1,1,1.00
BA,heliopolis,1,1,1.00
BA,humildes,1,1,1.00
BA,ibiajara,1,1,1.00
BA,ibipeba,1,1,1.00
BA,ibirapua,1,1,1.00
BA,ibitiara,1,1,1.00
BA,ibitira,1,1,1.00
BA,ibitita,1,1,1.00
BA,igapora,1,1,1.00
BA,igrapiuna,1,1,1.00
BA,ipecaeta,1,1,1.00
BA,ipupiara,1,1,1.00
BA,itagimirim,1,1,1.00
BA,"itaguacu da bahia",1,1,1.00
BA,"itaju do colonia",1,1,1.00
BA,itanhem,1,1,1.00
BA,itaparica,1,1,1.00
BA,itape,1,1,1.00
BA,jacuipe,1,1,1.00
BA,jandaira,1,1,1.00
BA,jaua,1,1,1.00
BA,jiquirica,1,1,1.00
BA,"joao dourado",1,1,1.00
BA,jussiape,1,1,1.00
BA,"lagoa real",1,1,1.00
BA,lamarao,1,1,1.00
BA,lencois,1,1,1.00
BA,maiquinique,1,1,1.00
BA,mansidao,1,1,1.00
BA,"monte santo",1,1,1.00
BA,"morro de sao paulo",1,1,1.00
BA,mucuge,1,1,1.00
BA,"mundo novo",1,1,1.00
BA,muritiba,1,1,1.00
BA,"nova fatima",1,1,1.00
BA,"nova redencao",1,1,1.00
BA,"nova vicosa",1,1,1.00
BA,"pau brasil",1,1,1.00
BA,pedrao,1,1,1.00
BA,"pirai do norte",1,1,1.00
BA,planaltino,1,1,1.00
BA,planalto,1,1,1.00
BA,"ponto novo",1,1,1.00
BA,"presidente janio quadros",1,1,1.00
BA,retirolandia,1,1,1.00
BA,"ribeira do amparo",1,1,1.00
BA,"salinas da margarida",1,1,1.00
BA,salobro,1,1,1.00
BA,"santa brigida",1,1,1.00
BA,"santana do sobrado",1,1,1.00
BA,"sao desiderio",1,1,1.00
BA,"sao felix",1,1,1.00
BA,"sao felix do coribe",1,1,1.00
BA,"sao miguel das matas",1,1,1.00
BA,"satiro dias",1,1,1.00
BA,saubara,1,1,1.00
BA,"sento se",1,1,1.00
BA,taboquinhas,1,1,1.00
BA,"teodoro sampaio",1,1,1.00
BA,umburanas,1,1,1.00
BA,"varzea do poco",1,1,1.00
BA,"varzea nova",1,1,1.00
BA,varzedo,1,1,1.00
BA,wagner,1,1,1.00
CE,aiuaba,1,1,1.00
CE,amanari,1,1,1.00
CE,amontada,1,1,1.00
CE,"antonina do norte",1,1,1.00
CE,assare,1,1,1.00
CE,banabuiu,1,1,1.00
CE,barreira,1,1,1.00
CE,capistrano,1,1,1.00
CE,caridade,1,1,1.00
CE,cedro,1,1,1.00
CE,chaval,1,1,1.00
CE,chorozinho,1,1,1.00
CE,coreau,1,1,1.00
CE,croata,1,1,1.00
CE,dourado,1,1,1.00
CE,erere,1,1,1.00
CE,flores,1,1,1.00
CE,fortim,1,1,1.00
CE,groairas,1,1,1.00
CE,guassusse,1,1,1.00
CE,ibicuitinga,1,1,1.00
CE,independencia,1,1,1.00
CE,ipaumirim,1,1,1.00
CE,itaicaba,1,1,1.00
CE,itapage,1,1,1.00
CE,itarema,1,1,1.00
CE,jaguaribara,1,1,1.00
CE,jucas,1,1,1.00
CE,lages,1,1,1.00
CE,"lagoa do mato",1,1,1.00
CE,madalena,1,1,1.00
CE,mauriti,1,1,1.00
CE,"missao velha",1,1,1.00
CE,missi,1,1,1.00
CE,mombaca,1,1,1.00
CE,mucambo,1,1,1.00
CE,pacuja,1,1,1.00
CE,palhano,1,1,1.00
CE,pindoretama,1,1,1.00
CE,"pires ferreira",1,1,1.00
CE,porteiras,1,1,1.00
CE,saboeiro,1,1,1.00
CE,"tabuleiro do norte",1,1,1.00
CE,taperuaba,1,1,1.00
CE,tururu,1,1,1.00
CE,uruburetama,1,1,1.00
CE,"vicosa do ceara",1,1,1.00
DF,ceilandia,1,1,1.00
DF,"santa maria",1,1,1.00
DF,sobradinho,1,1,1.00
ES,"angelo frechiani",1,1,1.00
ES,araguaia,1,1,1.00
ES,"atilio vivacqua",1,1,1.00
ES,brejetuba,1,1,1.00
ES,"divino de sao lourenco",1,1,1.00
ES,ibiracu,1,1,1.00
ES,"laranja da terra",1,1,1.00
ES,mucurici,1,1,1.00
ES,"novo brasil",1,1,1.00
ES,pacotuba,1,1,1.00
ES,pancas,1,1,1.00
ES,paraju,1,1,1.00
ES,piacu,1,1,1.00
ES,"ponto belo",1,1,1.00
ES,"praia grande",1,1,1.00
ES,"quilometro 14 do mutum",1,1,1.00
ES,"santa leopoldina",1,1,1.00
ES,"santo antonio do canaa",1,1,1.00
ES,"sao joao de petropolis",1,1,1.00
ES,"sao joao do sobrado",1,1,1.00
ES,"vargem grande do soturno",1,1,1.00
GO,abadiania,1,1,1.00
GO,"agua fria de goias",1,1,1.00
GO,"agua limpa",1,1,1.00
GO,apore,1,1,1.00
GO,aragoiania,1,1,1.00
GO,arenopolis,1,1,1.00
GO,aurilandia,1,1,1.00
GO,"barro alto",1,1,1.00
GO,"bom jardim de goias",1,1,1.00
GO,britania,1,1,1.00
GO,"buriti alegre",1,1,1.00
GO,cabeceiras,1,1,1.00
GO,campinacu,1,1,1.00
GO,"campos verdes",1,1,1.00
GO,cezarina,1,1,1.00
GO,"cocalzinho de goias",1,1,1.00
GO,crominia,1,1,1.00
GO,"divinopolis de goias",1,1,1.00
GO,"flores de goias",1,1,1.00
GO,formoso,1,1,1.00
GO,goiandira,1,1,1.00
GO,hidrolandia,1,1,1.00
GO,"ipiranga de goias",1,1,1.00
GO,itaguari,1,1,1.00
GO,jandaia,1,1,1.00
GO,"jardim abc de goias",1,1,1.00
GO,jaupaci,1,1,1.00
GO,"lagoa santa",1,1,1.00
GO,"leopoldo de bulhoes",1,1,1.00
GO,mairipotaba,1,1,1.00
GO,"mimoso de goias",1,1,1.00
GO,"montividiu do norte",1,1,1.00
GO,"morro agudo de goias",1,1,1.00
GO,mossamedes,1,1,1.00
GO,mutunopolis,1,1,1.00
GO,"nova america",1,1,1.00
GO,"nova aurora",1,1,1.00
GO,"nova crixas",1,1,1.00
GO,"nova roma",1,1,1.00
GO,"novo planalto",1,1,1.00
GO,"ouro verde de goias",1,1,1.00
GO,ouvidor,1,1,1.00
GO,palminopolis,1,1,1.00
GO,"santo antonio de goias",1,1,1.00
GO,"sao joao da parauna",1,1,1.00
GO,"sao luiz do norte",1,1,1.00
GO,"sao patricio",1,1,1.00
GO,"teresina de goias",1,1,1.00
GO,trombas,1,1,1.00
GO,turvelandia,1,1,1.00
MA,alcantara,1,1,1.00
MA,"alto alegre do maranhao",1,1,1.00
MA,"alto alegre do pindare",1,1,1.00
MA,"amapa do maranhao",1,1,1.00
MA,araguana,1,1,1.00
MA,arame,1,1,1.00
MA,"bela vista do maranhao",1,1,1.00
MA,"benedito leite",1,1,1.00
MA,bequimao,1,1,1.00
MA,"bom jardim",1,1,1.00
MA,brejo,1,1,1.00
MA,buriti,1,1,1.00
MA,cajapio,1,1,1.00
MA,cajari,1,1,1.00
MA,"candido mendes",1,1,1.00
MA,cantanhede,1,1,1.00
MA,"centro novo do maranhao",1,1,1.00
MA,cidelandia,1,1,1.00
MA,"formosa da serra negra",1,1,1.00
MA,"goncalves dias",1,1,1.00
MA,"governador eugenio barros",1,1,1.00
MA,guimaraes,1,1,1.00
MA,"humberto de campos",1,1,1.00
MA,icatu,1,1,1.00
MA,jatoba,1,1,1.00
MA,joselandia,1,1,1.00
MA,"lago verde",1,1,1.00
MA,loreto,1,1,1.00
MA,"magalhaes de almeida",1,1,1.00
MA,maranhaozinho,1,1,1.00
MA,matoes,1,1,1.00
MA,"miranda do norte",1,1,1.00
MA,moncao,1,1,1.00
MA,parnarama,1,1,1.00
MA,"passagem franca",1,1,1.00
MA,"paulino neves",1,1,1.00
MA,"peri mirim",1,1,1.00
MA,"pio xii",1,1,1.00
MA,pirapemas,1,1,1.00
MA,"pocao de pedras",1,1,1.00
MA,"presidente juscelino",1,1,1.00
MA,"presidente medici",1,1,1.00
MA,rosario,1,1,1.00
MA,sambaiba,1,1,1.00
MA,"santa luzia do parua",1,1,1.00
MA,"santa quiteria do maranhao",1,1,1.00
MA,"santa rita",1,1,1.00
MA,"sao benedito do rio preto",1,1,1.00
MA,"sao francisco do brejao",1,1,1.00
MA,"sao joao batista",1,1,1.00
MA,"sao joao do paraiso",1,1,1.00
MA,"sao pedro da agua branca",1,1,1.00
MA,"sao vicente ferrer",1,1,1.00
MA,"senador la rocque",1,1,1.00
MA,"sitio novo",1,1,1.00
MA,"vargem grande",1,1,1.00
MG,acucena,1,1,1.00
MG,alagoa,1,1,1.00
MG,alexandrita,1,1,1.00
MG,"amparo da serra",1,1,1.00
MG,andrequice,1,1,1.00
MG,angustura,1,1,1.00
MG,"antonio carlos",1,1,1.00
MG,antunes,1,1,1.00
MG,arantina,1,1,1.00
MG,arapua,1,1,1.00
MG,baguari,1,1,1.00
MG,"barra longa",1,1,1.00
MG,"bela vista de minas",1,1,1.00
MG,berilo,1,1,1.00
MG,berizal,1,1,1.00
MG,bertopolis,1,1,1.00
MG,"bom jesus do amparo",1,1,1.00
MG,"bonito de minas",1,1,1.00
MG,brasopolis,1,1,1.00
MG,braunas,1,1,1.00
MG,"brejo bonito",1,1,1.00
MG,bugre,1,1,1.00
MG,"cachoeira do brumado",1,1,1.00
MG,"cachoeira dourada",1,1,1.00
MG,cajuri,1,1,1.00
MG,camacho,1,1,1.00
MG,"campo alegre de minas",1,1,1.00
MG,"campo azul",1,1,1.00
MG,"campo florido",1,1,1.00
MG,canaa,1,1,1.00
MG,caparao,1,1,1.00
MG,"capela nova",1,1,1.00
MG,"capitao andrade",1,1,1.00
MG,"capitao eneas",1,1,1.00
MG,carmesia,1,1,1.00
MG,"cascalho rico",1,1,1.00
MG,"cedro do abaete",1,1,1.00
MG,"central de santa helena",1,1,1.00
MG,centralina,1,1,1.00
MG,claraval,1,1,1.00
MG,"claro dos pocoes",1,1,1.00
MG,cocais,1,1,1.00
MG,coimbra,1,1,1.00
MG,comercinho,1,1,1.00
MG,"conceicao da ibitipoca",1,1,1.00
MG,"conceicao do formoso",1,1,1.00
MG,confins,1,1,1.00
MG,"coronel murta",1,1,1.00
MG,"coronel pacheco",1,1,1.00
MG,"corrego danta",1,1,1.00
MG,"corrego fundo",1,1,1.00
MG,crucilandia,1,1,1.00
MG,"cuite velho",1,1,1.00
MG,datas,1,1,1.00
MG,"delfim moreira",1,1,1.00
MG,"desembargador otoni",1,1,1.00
MG,"desterro de entre rios",1,1,1.00
MG,"desterro do melo",1,1,1.00
MG,divinesia,1,1,1.00
MG,"divino das laranjeiras",1,1,1.00
MG,"divisa nova",1,1,1.00
MG,"dom cavati",1,1,1.00
MG,"dores de guanhaes",1,1,1.00
MG,"engenheiro navarro",1,1,1.00
MG,"entre folhas",1,1,1.00
MG,"estevao de araujo",1,1,1.00
MG,estiva,1,1,1.00
MG,"estrela do sul",1,1,1.00
MG,"ewbank da camara",1,1,1.00
MG,"felicio dos santos",1,1,1.00
MG,felisburgo,1,1,1.00
MG,felixlandia,1,1,1.00
MG,fonseca,1,1,1.00
MG,"frei gaspar",1,1,1.00
MG,"frei lagonegro",1,1,1.00
MG,glaura,1,1,1.00
MG,grupiara,1,1,1.00
MG,guape,1,1,1.00
MG,guinda,1,1,1.00
MG,guiricema,1,1,1.00
MG,ibertioga,1,1,1.00
MG,ibiracatu,1,1,1.00
MG,igaratinga,1,1,1.00
MG,ilicinea,1,1,1.00
MG,ingai,1,1,1.00
MG,ipuiuna,1,1,1.00
MG,itabirinha,1,1,1.00
MG,itutinga,1,1,1.00
MG,jaboticatubas,1,1,1.00
MG,jaguaracu,1,1,1.00
MG,jampruca,1,1,1.00
MG,japaraiba,1,1,1.00
MG,"jenipapo de minas",1,1,1.00
MG,jequeri,1,1,1.00
MG,joaima,1,1,1.00
MG,"lagoa dos patos",1,1,1.00
MG,lamim,1,1,1.00
MG,laranjal,1,1,1.00
MG,"macuco de minas",1,1,1.00
MG,"major porto",1,1,1.00
MG,mamonas,1,1,1.00
MG,marilac,1,1,1.00
MG,martinesia,1,1,1.00
MG,mendonca,1,1,1.00
MG,mesquita,1,1,1.00
MG,minduri,1,1,1.00
MG,miradouro,1,1,1.00
MG,miravania,1,1,1.00
MG,moeda,1,1,1.00
MG,moema,1,1,1.00
MG,"monsenhor paulo",1,1,1.00
MG,"morro da garca",1,1,1.00
MG,"morro do ferro",1,1,1.00
MG,"morro do pilar",1,1,1.00
MG,"morro vermelho",1,1,1.00
MG,"nacip raydan",1,1,1.00
MG,natercia,1,1,1.00
MG,"nova resende",1,1,1.00
MG,"novo oriente de minas",1,1,1.00
MG,olaria,1,1,1.00
MG,"olhos d'agua",1,1,1.00
MG,orizania,1,1,1.00
MG,"padre carvalho",1,1,1.00
MG,"padre paraiso",1,1,1.00
MG,paineiras,1,1,1.00
MG,"palmital de minas",1,1,1.00
MG,palmopolis,1,1,1.00
MG,"passa tempo",1,1,1.00
MG,patis,1,1,1.00
MG,"paula candido",1,1,1.00
MG,pavao,1,1,1.00
MG,"pedra do indaia",1,1,1.00
MG,"pedra menina",1,1,1.00
MG,pequi,1,1,1.00
MG,pescador,1,1,1.00
MG,pingo-d'agua,1,1,1.00
MG,pinhotiba,1,1,1.00
MG,piracema,1,1,1.00
MG,pirajuba,1,1,1.00
MG,"pocoes de paineiras",1,1,1.00
MG,"ponto do marambaia",1,1,1.00
MG,pratapolis,1,1,1.00
MG,quatituba,1,1,1.00
MG,queixada,1,1,1.00
MG,ravena,1,1,1.00
MG,ressaquinha,1,1,1.00
MG,"ribeiro junqueira",1,1,1.00
MG,"rio doce",1,1,1.00
MG,"rio espera",1,1,1.00
MG,rubelita,1,1,1.00
MG,"santa fe de minas",1,1,1.00
MG,"santa maria do salto",1,1,1.00
MG,"santa rita de jacutinga",1,1,1.00
MG,"santa rita do itueto",1,1,1.00
MG,"santana de pirapama",1,1,1.00
MG,"santana do capivari",1,1,1.00
MG,"santana do deserto",1,1,1.00
MG,"santo antonio do aventureiro",1,1,1.00
MG,"santo antonio do rio abaixo",1,1,1.00
MG,"santo antonio dos campos",1,1,1.00
MG,"santo hipolito",1,1,1.00
MG,"sao benedito",1,1,1.00
MG,"sao bento abade",1,1,1.00
MG,"sao domingos",1,1,1.00
MG,"sao felix de minas",1,1,1.00
MG,"sao francisco do gloria",1,1,1.00
MG,"sao francisco do humaita",1,1,1.00
MG,"sao geraldo da piedade",1,1,1.00
MG,"sao geraldo do baguari",1,1,1.00
MG,"sao goncalo do rio das pedras",1,1,1.00
MG,"sao joao da ponte",1,1,1.00
MG,"sao jose do divino",1,1,1.00
MG,"sao mateus de minas",1,1,1.00
MG,"sao miguel do anta",1,1,1.00
MG,"sao sebastiao do rio verde",1,1,1.00
MG,"sao vitor",1,1,1.00
MG,sapucaia,1,1,1.00
MG,sardoa,1,1,1.00
MG,"senador cortes",1,1,1.00
MG,"senhora dos remedios",1,1,1.00
MG,"serra bonita",1,1,1.00
MG,"serra do salitre",1,1,1.00
MG,"serranopolis de minas",1,1,1.00
MG,silvano,1,1,1.00
MG,"silveira carvalho",1,1,1.00
MG,"simao pereira",1,1,1.00
MG,sobralia,1,1,1.00
MG,taparuba,1,1,1.00
MG,"tocos do moji",1,1,1.00
MG,tumiritinga,1,1,1.00
MG,tuparece,1,1,1.00
MG,ubai,1,1,1.00
MG,umburatiba,1,1,1.00
MG,"uruana de minas",1,1,1.00
MG,urucania,1,1,1.00
MG,urucuia,1,1,1.00
MG,"vargem grande do rio pardo",1,1,1.00
MG,vermelho,1,1,1.00
MG,"vermelho novo",1,1,1.00
MG,vieiras,1,1,1.00
MG,"vila pereira",1,1,1.00
MG,virginia,1,1,1.00
MG,vitorinos,1,1,1.00
MS,anaurilandia,1,1,1.00
MS,angelica,1,1,1.00
MS,anhandui,1,1,1.00
MS,bandeirantes,1,1,1.00
MS,bataipora,1,1,1.00
MS,brasilandia,1,1,1.00
MS,caracol,1,1,1.00
MS,"coronel sapucaia",1,1,1.00
MS,eldorado,1,1,1.00
MS,"gloria de dourados",1,1,1.00
MS,"guia lopes da laguna",1,1,1.00
MS,inocencia,1,1,1.00
MS,"paraiso das aguas",1,1,1.00
MS,paranhos,1,1,1.00
MS,"pedro gomes",1,1,1.00
MS,"porto murtinho",1,1,1.00
MS,"prudencio thomaz",1,1,1.00
MS,"ribas do rio pardo",1,1,1.00
MS,"rio negro",1,1,1.00
MS,"sanga puita",1,1,1.00
MS,tacuru,1,1,1.00
MS,terenos,1,1,1.00
MS,vicentina,1,1,1.00
MT,apiacas,1,1,1.00
MT,"bom jesus do araguaia",1,1,1.00
MT,"conquista d'oeste",1,1,1.00
MT,curvelandia,1,1,1.00
MT,"feliz natal",1,1,1.00
MT,"ipiranga do norte",1,1,1.00
MT,itanhanga,1,1,1.00
MT,itiquira,1,1,1.00
MT,nobres,1,1,1.00
MT,nortelandia,1,1,1.00
MT,"nova guarita",1,1,1.00
MT,"nova lacerda",1,1,1.00
MT,"nova ubirata",1,1,1.00
MT,"novo mundo",1,1,1.00
MT,"porto alegre do norte",1,1,1.00
MT,"porto dos gauchos",1,1,1.00
MT,"porto estrela",1,1,1.00
MT,"ribeirao cascalheira",1,1,1.00
MT,"santo antonio do leste",1,1,1.00
MT,"santo antonio do leverger",1,1,1.00
MT,"sao felix do araguaia",1,1,1.00
MT,"sao jose do xingu",1,1,1.00
MT,tapurah,1,1,1.00
MT,"uniao do sul",1,1,1.00
MT,"vila bela da santissima trindade",1,1,1.00
PA,"aurora do para",1,1,1.00
PA,breves,1,1,1.00
PA,curralinho,1,1,1.00
PA,"floresta do araguaia",1,1,1.00
PA,igarape-acu,1,1,1.00
PA,igarape-miri,1,1,1.00
PA,itupiranga,1,1,1.00
PA,jacareacanga,1,1,1.00
PA,juruti,1,1,1.00
PA,medicilandia,1,1,1.00
PA,mocajuba,1,1,1.00
PA,"monte alegre",1,1,1.00
PA,"morada nova",1,1,1.00
PA,murucupi,1,1,1.00
PA,"nova esperanca do piria",1,1,1.00
PA,"nova ipixuna",1,1,1.00
PA,"nova timboteua",1,1,1.00
PA,ourem,1,1,1.00
PA,"pau d'arco",1,1,1.00
PA,picarra,1,1,1.00
PA,"santa barbara do para",1,1,1.00
PA,"santo antonio do taua",1,1,1.00
PA,"sao domingos do araguaia",1,1,1.00
PA,"senador jose porfirio",1,1,1.00
PA,tome-acu,1,1,1.00
PA,tracuateua,1,1,1.00
PA,ulianopolis,1,1,1.00
PA,viseu,1,1,1.00
PB,"alagoa grande",1,1,1.00
PB,"alagoa nova",1,1,1.00
PB,arara,1,1,1.00
PB,araruna,1,1,1.00
PB,areial,1,1,1.00
PB,aroeiras,1,1,1.00
PB,assuncao,1,1,1.00
PB,belem,1,1,1.00
PB,"bonito de santa fe",1,1,1.00
PB,"brejo do cruz",1,1,1.00
PB,"brejo dos santos",1,1,1.00
PB,"caldas brandao",1,1,1.00
PB,"curral de cima",1,1,1.00
PB,desterro,1,1,1.00
PB,fagundes,1,1,1.00
PB,ibiara,1,1,1.00
PB,inga,1,1,1.00
PB,jacarau,1,1,1.00
PB,jerico,1,1,1.00
PB,juripiranga,1,1,1.00
PB,juru,1,1,1.00
PB,lagoa,1,1,1.00
PB,livramento,1,1,1.00
PB,lucena,1,1,1.00
PB,"mae d'agua",1,1,1.00
PB,manaira,1,1,1.00
PB,montadas,1,1,1.00
PB,"nova floresta",1,1,1.00
PB,passagem,1,1,1.00
PB,paulista,1,1,1.00
PB,"pedra branca",1,1,1.00
PB,"pedra lavrada",1,1,1.00
PB,pianco,1,1,1.00
PB,pilar,1,1,1.00
PB,pirpirituba,1,1,1.00
PB,"pitanga de estrada",1,1,1.00
PB,pitimbu,1,1,1.00
PB,prata,1,1,1.00
PB,"princesa isabel",1,1,1.00
PB,puxinana,1,1,1.00
PB,remigio,1,1,1.00
PB,"riacho de santo antonio",1,1,1.00
PB,"santa cecilia",1,1,1.00
PB,"santo andre",1,1,1.00
PB,"sao bentinho",1,1,1.00
PB,"sao francisco",1,1,1.00
PB,"sao jose dos cordeiros",1,1,1.00
PB,"sao mamede",1,1,1.00
PB,"serra branca",1,1,1.00
PB,solanea,1,1,1.00
PB,teixeira,1,1,1.00
PB,triunfo,1,1,1.00
PB,uirauna,1,1,1.00
PB,varzea,1,1,1.00
PE,agrestina,1,1,1.00
PE,"agua preta",1,1,1.00
PE,alianca,1,1,1.00
PE,buique,1,1,1.00
PE,caetes,1,1,1.00
PE,calcado,1,1,1.00
PE,capoeiras,1,1,1.00
PE,"cha de alegria",1,1,1.00
PE,"cha grande",1,1,1.00
PE,correntes,1,1,1.00
PE,cupira,1,1,1.00
PE,ferreiros,1,1,1.00
PE,flores,1,1,1.00
PE,jurema,1,1,1.00
PE,machados,1,1,1.00
PE,"nazare da mata",1,1,1.00
PE,orobo,1,1,1.00
PE,passira,1,1,1.00
PE,pocao,1,1,1.00
PE,pombos,1,1,1.00
PE,quipapa,1,1,1.00
PE,quixada,1,1,1.00
PE,"santa filomena",1,1,1.00
PE,"santa terezinha",1,1,1.00
PE,"santo antonio das queimadas",1,1,1.00
PE,"sao benedito do sul",1,1,1.00
PE,"sao domingos",1,1,1.00
PE,"sao joao",1,1,1.00
PE,"sao joaquim do monte",1,1,1.00
PE,siriji,1,1,1.00
PE,tamandare,1,1,1.00
PE,terezinha,1,1,1.00
PE,"terra nova",1,1,1.00
PE,vertentes,1,1,1.00
PE,xexeu,1,1,1.00
PI,"alegrete do piaui",1,1,1.00
PI,"alvorada do gurgueia",1,1,1.00
PI,amarante,1,1,1.00
PI,"angical do piaui",1,1,1.00
PI,"baixa grande do ribeiro",1,1,1.00
PI,bertolinia,1,1,1.00
PI,bocaina,1,1,1.00
PI,"caldeirao grande do piaui",1,1,1.00
PI,"campo alegre do fidalgo",1,1,1.00
PI,"campo grande do piaui",1,1,1.00
PI,"canto do buriti",1,1,1.00
PI,caxingo,1,1,1.00
PI,"conceicao do caninde",1,1,1.00
PI,"demerval lobao",1,1,1.00
PI,"francisco santos",1,1,1.00
PI,gilbues,1,1,1.00
PI,"ilha grande",1,1,1.00
PI,inhuma,1,1,1.00
PI,"isaias coelho",1,1,1.00
PI,"joaquim pires",1,1,1.00
PI,"lagoa de sao francisco",1,1,1.00
PI,"lagoa do piaui",1,1,1.00
PI,"lagoinha do piaui",1,1,1.00
PI,"luis correia",1,1,1.00
PI,"marcos parente",1,1,1.00
PI,"matias olimpio",1,1,1.00
PI,"nova santa rita",1,1,1.00
PI,"pio ix",1,1,1.00
PI,"redencao do gurgueia",1,1,1.00
PI,"rio grande do piaui",1,1,1.00
PI,"santa cruz do piaui",1,1,1.00
PI,"sao jose do divino",1,1,1.00
PI,"sao jose do piaui",1,1,1.00
PI,"sao lourenco do piaui",1,1,1.00
PI,"sebastiao leal",1,1,1.00
PI,"simplicio mendes",1,1,1.00
PI,uniao,1,1,1.00
PI,"varzea grande",1,1,1.00
PR,"adhemar de barros",1,1,1.00
PR,adrianopolis,1,1,1.00
PR,alexandra,1,1,1.00
PR,"alto paraiso",1,1,1.00
PR,"alto piquiri",1,1,1.00
PR,"alto sao joao",1,1,1.00
PR,"balsa nova",1,1,1.00
PR,"barra do jacare",1,1,1.00
PR,barracao,1,1,1.00
PR,"boa esperanca",1,1,1.00
PR,"boa esperanca do iguacu",1,1,1.00
PR,"bom jesus do sul",1,1,1.00
PR,"bom sucesso",1,1,1.00
PR,"campo bonito",1,1,1.00
PR,"campo do tenente",1,1,1.00
PR,"campo magro",1,1,1.00
PR,candoi,1,1,1.00
PR,"conselheiro mairinck",1,1,1.00
PR,contenda,1,1,1.00
PR,"coronel domingos soares",1,1,1.00
PR,"corumbatai do sul",1,1,1.00
PR,"cruzeiro do iguacu",1,1,1.00
PR,"diamante d'oeste",1,1,1.00
PR,"doce grande",1,1,1.00
PR,douradina,1,1,1.00
PR,"doutor camargo",1,1,1.00
PR,"doutor ulysses",1,1,1.00
PR,farol,1,1,1.00
PR,fenix,1,1,1.00
PR,florida,1,1,1.00
PR,"formosa do oeste",1,1,1.00
PR,"foz do jordao",1,1,1.00
PR,"godoy moreira",1,1,1.00
PR,guairaca,1,1,1.00
PR,guamiranga,1,1,1.00
PR,guapirama,1,1,1.00
PR,guaraquecaba,1,1,1.00
PR,ibema,1,1,1.00
PR,icaraima,1,1,1.00
PR,iguatu,1,1,1.00
PR,"ilha dos valadares",1,1,1.00
PR,iretama,1,1,1.00
PR,itambe,1,1,1.00
PR,jaguapita,1,1,1.00
PR,"jardim olinda",1,1,1.00
PR,jataizinho,1,1,1.00
PR,jussara,1,1,1.00
PR,laranjal,1,1,1.00
PR,leopolis,1,1,1.00
PR,manfrinopolis,1,1,1.00
PR,mariental,1,1,1.00
PR,"marilandia do sul",1,1,1.00
PR,marilena,1,1,1.00
PR,mariopolis,1,1,1.00
PR,"mato rico",1,1,1.00
PR,"nova america da colina",1,1,1.00
PR,"nova esperanca do sudoeste",1,1,1.00
PR,"nova laranjeiras",1,1,1.00
PR,"nova santa barbara",1,1,1.00
PR,"novo itacolomi",1,1,1.00
PR,ourizona,1,1,1.00
PR,"ouro verde do oeste",1,1,1.00
PR,palmital,1,1,1.00
PR,paranapoema,1,1,1.00
PR,"paula freitas",1,1,1.00
PR,perobal,1,1,1.00
PR,"perola independente",1,1,1.00
PR,pirapo,1,1,1.00
PR,"planaltina do parana",1,1,1.00
PR,"porto rico",1,1,1.00
PR,pranchita,1,1,1.00
PR,"quatro pontes",1,1,1.00
PR,"querencia do norte",1,1,1.00
PR,"rancho alegre d'oeste",1,1,1.00
PR,"reserva do iguacu",1,1,1.00
PR,"rio verde",1,1,1.00
PR,"rosario do ivai",1,1,1.00
PR,sabaudia,1,1,1.00
PR,"salto do itarare",1,1,1.00
PR,"santa amelia",1,1,1.00
PR,"santa cecilia do pavao",1,1,1.00
PR,"santa lucia",1,1,1.00
PR,"santa margarida",1,1,1.00
PR,santana,1,1,1.00
PR,"santana do itarare",1,1,1.00
PR,"santo antonio do caiua",1,1,1.00
PR,"santo inacio",1,1,1.00
PR,"sao carlos do ivai",1,1,1.00
